YYYYMMDD,UVIEF,UVIEFerr,UVDEF,UVDEFerr,UVDEC,UVDECerr,UVDVF,UVDVFerr,UVDVC,UVDVCerr,UVDDF,UVDDFerr,UVDDC,UVDDCerr,CMF,ozone
20030102,1.501,0.134,0.627,0.062,-1.0,-1.0,0.842,0.149,-1.0,-1.0,0.166,0.053,-1.0,-1.0,-1.0,310.1
20030103,1.311,0.135,0.556,0.062,-1.0,-1.0,0.685,0.15,-1.0,-1.0,0.128,0.053,-1.0,-1.0,-1.0,356.2
20030104,1.382,0.136,0.584,0.063,-1.0,-1.0,0.742,0.151,-1.0,-1.0,0.141,0.053,-1.0,-1.0,-1.0,340.6
20030105,1.245,0.136,0.533,0.063,-1.0,-1.0,0.628,0.152,-1.0,-1.0,0.114,0.054,-1.0,-1.0,-1.0,382.0
20030106,1.164,0.137,0.503,0.064,-1.0,-1.0,0.56,0.153,-1.0,-1.0,0.099,0.054,-1.0,-1.0,-1.0,414.5
20030107,1.114,0.138,0.485,0.064,-1.0,-1.0,0.518,0.154,-1.0,-1.0,0.09,0.055,-1.0,-1.0,-1.0,439.6
20030108,1.386,0.14,0.59,0.065,-1.0,-1.0,0.74,0.156,-1.0,-1.0,0.139,0.055,-1.0,-1.0,-1.0,352.3
20030109,1.562,0.141,0.658,0.066,-1.0,-1.0,0.885,0.157,-1.0,-1.0,0.174,0.056,-1.0,-1.0,-1.0,317.4
20030110,1.651,0.142,0.693,0.066,-1.0,-1.0,0.958,0.159,-1.0,-1.0,0.192,0.056,-1.0,-1.0,-1.0,304.6
20030111,1.545,0.144,0.654,0.067,-1.0,-1.0,0.868,0.162,-1.0,-1.0,0.169,0.057,-1.0,-1.0,-1.0,327.6
20030112,1.493,0.145,0.636,0.068,-1.0,-1.0,0.824,0.163,-1.0,-1.0,0.157,0.058,-1.0,-1.0,-1.0,342.4
20030113,1.536,0.146,0.654,0.069,-1.0,-1.0,0.858,0.165,-1.0,-1.0,0.165,0.058,-1.0,-1.0,-1.0,337.3
20030114,1.488,0.148,0.637,0.069,-1.0,-1.0,0.816,0.167,-1.0,-1.0,0.154,0.059,-1.0,-1.0,-1.0,352.2
20030115,1.399,0.149,0.605,0.07,-1.0,-1.0,0.739,0.169,-1.0,-1.0,0.136,0.06,-1.0,-1.0,-1.0,379.5
20030116,1.542,0.151,0.661,0.071,-1.0,-1.0,0.857,0.171,-1.0,-1.0,0.163,0.06,-1.0,-1.0,-1.0,349.4
20030117,1.537,0.153,0.661,0.072,-1.0,-1.0,0.851,0.173,-1.0,-1.0,0.161,0.061,-1.0,-1.0,-1.0,355.3
20030118,1.844,0.155,0.782,0.073,-1.0,-1.0,1.11,0.175,-1.0,-1.0,0.226,0.062,-1.0,-1.0,-1.0,303.9
20030119,1.438,0.156,0.627,0.074,-1.0,-1.0,0.764,0.179,-1.0,-1.0,0.139,0.063,-1.0,-1.0,-1.0,390.5
20030120,1.892,0.158,0.805,0.075,-1.0,-1.0,1.148,0.181,-1.0,-1.0,0.234,0.064,-1.0,-1.0,-1.0,305.3
20030121,1.982,0.16,0.842,0.076,-1.0,-1.0,1.224,0.184,-1.0,-1.0,0.254,0.064,-1.0,-1.0,-1.0,297.2
20030122,1.736,0.162,0.749,0.077,-1.0,-1.0,1.011,0.186,-1.0,-1.0,0.196,0.065,-1.0,-1.0,-1.0,340.1
20030123,1.347,0.164,0.599,0.078,-1.0,-1.0,0.676,0.189,-1.0,-1.0,0.117,0.066,-1.0,-1.0,-1.0,445.7
20030124,1.656,0.166,0.722,0.079,-1.0,-1.0,0.938,0.192,-1.0,-1.0,0.177,0.067,-1.0,-1.0,-1.0,366.8
20030125,1.625,0.169,0.712,0.08,-1.0,-1.0,0.909,0.194,-1.0,-1.0,0.169,0.068,-1.0,-1.0,-1.0,379.8
20030126,1.708,0.171,0.748,0.082,-1.0,-1.0,0.978,0.199,-1.0,-1.0,0.185,0.069,-1.0,-1.0,-1.0,367.8
20030127,1.45,0.173,0.648,0.083,-1.0,-1.0,0.753,0.201,-1.0,-1.0,0.132,0.071,-1.0,-1.0,-1.0,441.1
20030128,1.756,0.176,0.772,0.085,-1.0,-1.0,1.016,0.205,-1.0,-1.0,0.192,0.072,-1.0,-1.0,-1.0,370.0
20030129,1.993,0.178,0.869,0.086,-1.0,-1.0,1.22,0.208,-1.0,-1.0,0.243,0.073,-1.0,-1.0,-1.0,334.4
20030130,1.869,0.181,0.822,0.087,-1.0,-1.0,1.109,0.211,-1.0,-1.0,0.213,0.074,-1.0,-1.0,-1.0,360.8
20030131,1.85,0.183,0.818,0.088,-1.0,-1.0,1.09,0.215,-1.0,-1.0,0.207,0.075,-1.0,-1.0,-1.0,370.6
20030201,1.662,0.186,0.746,0.09,-1.0,-1.0,0.922,0.219,-1.0,-1.0,0.166,0.076,-1.0,-1.0,-1.0,418.5
20030202,1.857,0.188,0.827,0.092,-1.0,-1.0,1.091,0.223,-1.0,-1.0,0.205,0.078,-1.0,-1.0,-1.0,382.1
20030203,2.215,0.191,0.973,0.093,-1.0,-1.0,1.406,0.226,-1.0,-1.0,0.286,0.079,-1.0,-1.0,-1.0,330.6
20030204,2.145,0.194,0.949,0.095,-1.0,-1.0,1.342,0.23,-1.0,-1.0,0.267,0.08,-1.0,-1.0,-1.0,346.1
20030205,2.131,0.197,0.947,0.096,-1.0,-1.0,1.327,0.234,-1.0,-1.0,0.262,0.081,-1.0,-1.0,-1.0,354.2
20030206,2.254,0.2,1.0,0.098,-1.0,-1.0,1.436,0.239,-1.0,-1.0,0.289,0.083,-1.0,-1.0,-1.0,342.5
20030207,2.171,0.203,0.97,0.1,-1.0,-1.0,1.359,0.243,-1.0,-1.0,0.267,0.084,-1.0,-1.0,-1.0,360.4
20030208,2.278,0.206,1.017,0.102,-1.0,-1.0,1.453,0.247,-1.0,-1.0,0.29,0.086,-1.0,-1.0,-1.0,351.1
20030209,2.263,0.209,1.015,0.103,-1.0,-1.0,1.437,0.251,-1.0,-1.0,0.284,0.087,-1.0,-1.0,-1.0,359.4
20030210,2.085,0.212,0.946,0.105,-1.0,-1.0,1.273,0.256,-1.0,-1.0,0.241,0.089,-1.0,-1.0,-1.0,394.4
20030211,1.984,0.215,0.909,0.107,-1.0,-1.0,1.179,0.261,-1.0,-1.0,0.216,0.091,-1.0,-1.0,-1.0,420.9
20030212,2.124,0.218,0.97,0.109,-1.0,-1.0,1.303,0.265,-1.0,-1.0,0.245,0.092,-1.0,-1.0,-1.0,401.7
20030213,2.221,0.221,1.014,0.111,-1.0,-1.0,1.389,0.27,-1.0,-1.0,0.266,0.094,-1.0,-1.0,-1.0,392.1
20030214,2.607,0.225,1.177,0.113,-1.0,-1.0,1.742,0.275,-1.0,-1.0,0.358,0.095,-1.0,-1.0,-1.0,345.5
20030215,3.072,0.228,1.374,0.115,-1.0,-1.0,2.172,0.28,-1.0,-1.0,0.481,0.097,-1.0,-1.0,-1.0,305.8
20030216,3.233,0.232,1.446,0.117,-1.0,-1.0,2.322,0.285,-1.0,-1.0,0.524,0.099,-1.0,-1.0,-1.0,298.1
20030217,2.918,0.235,1.321,0.119,-1.0,-1.0,2.027,0.29,-1.0,-1.0,0.432,0.1,-1.0,-1.0,-1.0,329.8
20030218,2.654,0.238,1.215,0.121,-1.0,-1.0,1.779,0.295,-1.0,-1.0,0.36,0.102,-1.0,-1.0,-1.0,363.9
20030219,3.328,0.242,1.502,0.123,-1.0,-1.0,2.411,0.3,-1.0,-1.0,0.542,0.104,-1.0,-1.0,-1.0,305.6
20030220,3.377,0.246,1.529,0.125,-1.0,-1.0,2.458,0.305,-1.0,-1.0,0.554,0.105,-1.0,-1.0,-1.0,306.8
20030221,3.169,0.249,1.447,0.127,-1.0,-1.0,2.261,0.311,-1.0,-1.0,0.491,0.107,-1.0,-1.0,-1.0,328.5
20030222,3.636,0.253,1.65,0.129,-1.0,-1.0,2.706,0.317,-1.0,-1.0,0.625,0.109,-1.0,-1.0,-1.0,298.3
20030223,3.166,0.256,1.457,0.131,-1.0,-1.0,2.257,0.322,-1.0,-1.0,0.484,0.111,-1.0,-1.0,-1.0,339.4
20030224,3.173,0.26,1.465,0.133,-1.0,-1.0,2.263,0.327,-1.0,-1.0,0.483,0.113,-1.0,-1.0,-1.0,344.3
20030225,3.137,0.263,1.456,0.136,-1.0,-1.0,2.228,0.333,-1.0,-1.0,0.47,0.115,-1.0,-1.0,-1.0,353.1
20030226,2.762,0.267,1.3,0.138,-1.0,-1.0,1.867,0.339,-1.0,-1.0,0.367,0.117,-1.0,-1.0,-1.0,400.7
20030227,3.1,0.27,1.451,0.14,-1.0,-1.0,2.192,0.344,-1.0,-1.0,0.454,0.119,-1.0,-1.0,-1.0,368.0
20030228,2.99,0.274,1.409,0.143,-1.0,-1.0,2.084,0.35,-1.0,-1.0,0.421,0.12,-1.0,-1.0,-1.0,385.7
20030301,3.361,0.278,1.575,0.145,-1.0,-1.0,2.443,0.356,-1.0,-1.0,0.521,0.123,-1.0,-1.0,-1.0,354.4
20030302,3.066,0.282,1.453,0.148,-1.0,-1.0,2.155,0.362,-1.0,-1.0,0.436,0.125,-1.0,-1.0,-1.0,389.3
20030303,2.986,0.285,1.424,0.15,-1.0,-1.0,2.075,0.368,-1.0,-1.0,0.412,0.126,-1.0,-1.0,-1.0,404.6
20030304,3.401,0.289,1.61,0.152,-1.0,-1.0,2.481,0.374,-1.0,-1.0,0.524,0.128,-1.0,-1.0,-1.0,367.2
20030305,3.941,0.293,1.852,0.155,-1.0,-1.0,3.014,0.381,-1.0,-1.0,0.683,0.131,-1.0,-1.0,-1.0,330.0
20030306,4.0,0.297,1.885,0.157,-1.0,-1.0,3.074,0.386,-1.0,-1.0,0.698,0.133,-1.0,-1.0,-1.0,330.7
20030307,3.754,0.301,1.784,0.16,-1.0,-1.0,2.831,0.392,-1.0,-1.0,0.619,0.135,-1.0,-1.0,-1.0,353.3
20030308,3.991,0.305,1.895,0.162,-1.0,-1.0,3.068,0.398,-1.0,-1.0,0.688,0.137,-1.0,-1.0,-1.0,340.8
20030309,3.777,0.308,1.807,0.165,-1.0,-1.0,2.856,0.405,-1.0,-1.0,0.62,0.139,-1.0,-1.0,-1.0,361.5
20030310,3.312,0.312,1.608,0.167,-1.0,-1.0,2.391,0.411,-1.0,-1.0,0.482,0.141,-1.0,-1.0,-1.0,409.7
20030311,3.239,0.315,1.581,0.17,-1.0,-1.0,2.316,0.417,-1.0,-1.0,0.459,0.143,-1.0,-1.0,-1.0,423.7
20030312,3.805,0.32,1.84,0.172,-1.0,-1.0,2.885,0.423,-1.0,-1.0,0.619,0.145,-1.0,-1.0,-1.0,374.4
20030313,3.914,0.323,1.895,0.175,-1.0,-1.0,2.997,0.43,-1.0,-1.0,0.649,0.148,-1.0,-1.0,-1.0,370.7
20030314,4.442,0.327,2.139,0.177,-1.0,-1.0,3.535,0.437,-1.0,-1.0,0.814,0.15,-1.0,-1.0,-1.0,338.9
20030315,4.505,0.331,2.175,0.18,-1.0,-1.0,3.602,0.443,-1.0,-1.0,0.831,0.152,-1.0,-1.0,-1.0,339.5
20030316,4.568,0.335,2.211,0.182,-1.0,-1.0,3.669,0.449,-1.0,-1.0,0.849,0.154,-1.0,-1.0,-1.0,340.0
20030317,4.804,0.339,2.325,0.185,-1.0,-1.0,3.915,0.456,-1.0,-1.0,0.925,0.156,-1.0,-1.0,-1.0,330.8
20030318,4.691,0.343,2.282,0.188,-1.0,-1.0,3.802,0.462,-1.0,-1.0,0.883,0.158,-1.0,-1.0,-1.0,341.3
20030319,5.375,0.347,2.601,0.19,-1.0,-1.0,4.515,0.469,-1.0,-1.0,1.121,0.16,-1.0,-1.0,-1.0,310.6
20030320,5.862,0.351,2.832,0.193,-1.0,-1.0,5.027,0.475,-1.0,-1.0,1.301,0.163,-1.0,-1.0,-1.0,294.2
20030321,5.624,0.354,2.733,0.196,-1.0,-1.0,4.786,0.482,-1.0,-1.0,1.207,0.165,-1.0,-1.0,-1.0,307.1
20030322,5.265,0.358,2.577,0.198,-1.0,-1.0,4.416,0.489,-1.0,-1.0,1.071,0.167,-1.0,-1.0,-1.0,326.8
20030323,4.992,0.361,2.46,0.201,-1.0,-1.0,4.134,0.495,-1.0,-1.0,0.971,0.169,-1.0,-1.0,-1.0,344.5
20030324,4.814,0.365,2.386,0.204,-1.0,-1.0,3.951,0.502,-1.0,-1.0,0.906,0.172,-1.0,-1.0,-1.0,358.6
20030325,5.412,0.369,2.671,0.206,-1.0,-1.0,4.586,0.508,-1.0,-1.0,1.114,0.174,-1.0,-1.0,-1.0,330.7
20030326,5.012,0.372,2.494,0.209,-1.0,-1.0,4.168,0.514,-1.0,-1.0,0.969,0.176,-1.0,-1.0,-1.0,355.0
20030327,5.032,0.376,2.512,0.211,-1.0,-1.0,4.193,0.521,-1.0,-1.0,0.973,0.178,-1.0,-1.0,-1.0,357.7
20030328,6.082,0.38,3.009,0.214,-1.0,-1.0,5.316,0.528,-1.0,-1.0,1.357,0.18,-1.0,-1.0,-1.0,312.1
20030329,6.239,0.384,3.092,0.217,-1.0,-1.0,5.491,0.534,-1.0,-1.0,1.416,0.182,-1.0,-1.0,-1.0,309.3
20030330,5.779,0.387,2.887,0.219,-1.0,-1.0,5.006,0.54,-1.0,-1.0,1.235,0.184,-1.0,-1.0,-1.0,331.1
20030331,4.084,0.39,2.098,0.221,-1.0,-1.0,3.195,0.546,-1.0,-1.0,0.653,0.186,-1.0,-1.0,-1.0,442.4
20030401,5.255,0.393,2.658,0.224,-1.0,-1.0,4.455,0.553,-1.0,-1.0,1.038,0.189,-1.0,-1.0,-1.0,363.5
20030402,5.545,0.397,2.803,0.227,-1.0,-1.0,4.772,0.56,-1.0,-1.0,1.139,0.191,-1.0,-1.0,-1.0,351.9
20030403,6.29,0.401,3.165,0.229,-1.0,-1.0,5.587,0.566,-1.0,-1.0,1.421,0.193,-1.0,-1.0,-1.0,322.4
20030404,5.715,0.404,2.901,0.232,-1.0,-1.0,4.969,0.573,-1.0,-1.0,1.197,0.195,-1.0,-1.0,-1.0,350.2
20030405,5.644,0.407,2.877,0.234,-1.0,-1.0,4.898,0.579,-1.0,-1.0,1.168,0.197,-1.0,-1.0,-1.0,356.8
20030406,6.091,0.411,3.099,0.237,-1.0,-1.0,5.392,0.585,-1.0,-1.0,1.335,0.199,-1.0,-1.0,-1.0,339.4
20030407,6.769,0.414,3.433,0.239,-1.0,-1.0,6.145,0.591,-1.0,-1.0,1.603,0.202,-1.0,-1.0,-1.0,315.9
20030408,7.168,0.417,3.635,0.242,-1.0,-1.0,6.594,0.598,-1.0,-1.0,1.768,0.204,-1.0,-1.0,-1.0,305.2
20030409,6.888,0.42,3.51,0.244,-1.0,-1.0,6.295,0.604,-1.0,-1.0,1.647,0.206,-1.0,-1.0,-1.0,317.0
20030410,6.713,0.423,3.436,0.247,-1.0,-1.0,6.111,0.609,-1.0,-1.0,1.573,0.208,-1.0,-1.0,-1.0,325.8
20030411,5.757,0.426,2.983,0.249,-1.0,-1.0,5.06,0.615,-1.0,-1.0,1.197,0.21,-1.0,-1.0,-1.0,369.4
20030412,6.079,0.429,3.148,0.252,-1.0,-1.0,5.425,0.622,-1.0,-1.0,1.317,0.212,-1.0,-1.0,-1.0,356.9
20030413,6.003,0.432,3.12,0.254,-1.0,-1.0,5.348,0.627,-1.0,-1.0,1.286,0.214,-1.0,-1.0,-1.0,363.1
20030414,6.269,0.435,3.258,0.256,-1.0,-1.0,5.651,0.633,-1.0,-1.0,1.387,0.216,-1.0,-1.0,-1.0,353.8
20030415,6.389,0.438,3.326,0.259,-1.0,-1.0,5.794,0.64,-1.0,-1.0,1.432,0.218,-1.0,-1.0,-1.0,351.2
20030416,7.078,0.441,3.673,0.261,-1.0,-1.0,6.577,0.645,-1.0,-1.0,1.712,0.22,-1.0,-1.0,-1.0,327.2
20030417,7.169,0.444,3.727,0.263,-1.0,-1.0,6.69,0.65,-1.0,-1.0,1.749,0.222,-1.0,-1.0,-1.0,326.3
20030418,6.8,0.446,3.556,0.265,-1.0,-1.0,6.284,0.655,-1.0,-1.0,1.594,0.223,-1.0,-1.0,-1.0,341.7
20030419,6.716,0.449,3.523,0.268,-1.0,-1.0,6.198,0.662,-1.0,-1.0,1.558,0.225,-1.0,-1.0,-1.0,347.1
20030420,7.827,0.452,4.082,0.27,-1.0,-1.0,7.471,0.667,-1.0,-1.0,2.032,0.227,-1.0,-1.0,-1.0,311.5
20030421,7.752,0.454,4.055,0.272,-1.0,-1.0,7.397,0.672,-1.0,-1.0,1.998,0.229,-1.0,-1.0,-1.0,315.6
20030422,6.613,0.456,3.5,0.274,-1.0,-1.0,6.109,0.678,-1.0,-1.0,1.513,0.231,-1.0,-1.0,-1.0,357.7
20030423,5.903,0.458,3.155,0.276,-1.0,-1.0,5.307,0.682,-1.0,-1.0,1.234,0.232,-1.0,-1.0,-1.0,392.9
20030424,6.734,0.461,3.578,0.278,-1.0,-1.0,6.266,0.687,-1.0,-1.0,1.56,0.234,-1.0,-1.0,-1.0,356.8
20030425,7.447,0.463,3.943,0.28,-1.0,-1.0,7.094,0.692,-1.0,-1.0,1.86,0.236,-1.0,-1.0,-1.0,332.6
20030426,7.003,0.465,3.73,0.282,-1.0,-1.0,6.594,0.698,-1.0,-1.0,1.67,0.237,-1.0,-1.0,-1.0,350.1
20030427,6.968,0.468,3.721,0.284,-1.0,-1.0,6.564,0.702,-1.0,-1.0,1.655,0.239,-1.0,-1.0,-1.0,353.3
20030428,7.903,0.47,4.201,0.286,-1.0,-1.0,7.656,0.707,-1.0,-1.0,2.061,0.241,-1.0,-1.0,-1.0,323.1
20030429,7.559,0.472,4.037,0.288,-1.0,-1.0,7.269,0.711,-1.0,-1.0,1.907,0.242,-1.0,-1.0,-1.0,335.6
20030430,7.992,0.474,4.265,0.29,-1.0,-1.0,7.783,0.717,-1.0,-1.0,2.1,0.244,-1.0,-1.0,-1.0,323.5
20030501,7.891,0.476,4.223,0.291,-1.0,-1.0,7.677,0.721,-1.0,-1.0,2.054,0.245,-1.0,-1.0,-1.0,328.1
20030502,8.085,0.478,4.331,0.293,-1.0,-1.0,7.917,0.725,-1.0,-1.0,2.142,0.247,-1.0,-1.0,-1.0,323.6
20030503,6.89,0.479,3.733,0.295,-1.0,-1.0,6.531,0.729,-1.0,-1.0,1.621,0.248,-1.0,-1.0,-1.0,366.4
20030504,6.533,0.481,3.559,0.296,-1.0,-1.0,6.122,0.734,-1.0,-1.0,1.474,0.25,-1.0,-1.0,-1.0,383.3
20030505,7.114,0.483,3.863,0.298,-1.0,-1.0,6.812,0.738,-1.0,-1.0,1.714,0.251,-1.0,-1.0,-1.0,360.6
20030506,7.557,0.485,4.098,0.3,-1.0,-1.0,7.343,0.742,-1.0,-1.0,1.906,0.252,-1.0,-1.0,-1.0,345.9
20030507,7.67,0.487,4.164,0.301,-1.0,-1.0,7.486,0.746,-1.0,-1.0,1.956,0.254,-1.0,-1.0,-1.0,343.4
20030508,6.569,0.488,3.607,0.303,-1.0,-1.0,6.198,0.75,-1.0,-1.0,1.489,0.255,-1.0,-1.0,-1.0,387.7
20030509,8.455,0.49,4.585,0.305,-1.0,-1.0,8.438,0.754,-1.0,-1.0,2.316,0.256,-1.0,-1.0,-1.0,321.8
20030510,8.325,0.492,4.527,0.306,-1.0,-1.0,8.297,0.758,-1.0,-1.0,2.256,0.258,-1.0,-1.0,-1.0,326.6
20030511,8.775,0.493,4.767,0.308,-1.0,-1.0,8.843,0.761,-1.0,-1.0,2.47,0.259,-1.0,-1.0,-1.0,315.3
20030512,7.213,0.494,3.968,0.309,-1.0,-1.0,6.995,0.765,-1.0,-1.0,1.758,0.26,-1.0,-1.0,-1.0,365.9
20030513,6.818,0.495,3.771,0.31,-1.0,-1.0,6.535,0.768,-1.0,-1.0,1.592,0.261,-1.0,-1.0,-1.0,383.1
20030514,6.916,0.497,3.829,0.311,-1.0,-1.0,6.66,0.771,-1.0,-1.0,1.633,0.262,-1.0,-1.0,-1.0,380.1
20030515,6.849,0.498,3.801,0.313,-1.0,-1.0,6.588,0.774,-1.0,-1.0,1.605,0.263,-1.0,-1.0,-1.0,384.0
20030516,6.981,0.499,3.876,0.314,-1.0,-1.0,6.754,0.778,-1.0,-1.0,1.661,0.265,-1.0,-1.0,-1.0,379.6
20030517,7.69,0.501,4.253,0.316,-1.0,-1.0,7.612,0.782,-1.0,-1.0,1.97,0.266,-1.0,-1.0,-1.0,353.7
20030518,8.095,0.502,4.471,0.317,-1.0,-1.0,8.108,0.785,-1.0,-1.0,2.154,0.267,-1.0,-1.0,-1.0,341.4
20030519,8.172,0.503,4.518,0.318,-1.0,-1.0,8.211,0.788,-1.0,-1.0,2.19,0.268,-1.0,-1.0,-1.0,339.9
20030520,8.997,0.505,4.957,0.32,-1.0,-1.0,9.216,0.792,-1.0,-1.0,2.585,0.269,-1.0,-1.0,-1.0,317.5
20030521,8.688,0.506,4.803,0.321,-1.0,-1.0,8.854,0.794,-1.0,-1.0,2.436,0.27,-1.0,-1.0,-1.0,326.4
20030522,7.923,0.507,4.408,0.322,-1.0,-1.0,7.937,0.797,-1.0,-1.0,2.077,0.271,-1.0,-1.0,-1.0,350.3
20030523,7.307,0.507,4.091,0.323,-1.0,-1.0,7.201,0.799,-1.0,-1.0,1.803,0.272,-1.0,-1.0,-1.0,373.1
20030524,7.205,0.508,4.042,0.324,-1.0,-1.0,7.084,0.801,-1.0,-1.0,1.759,0.272,-1.0,-1.0,-1.0,377.9
20030525,7.939,0.509,4.435,0.325,-1.0,-1.0,7.982,0.805,-1.0,-1.0,2.086,0.274,-1.0,-1.0,-1.0,351.9
20030526,7.614,0.51,4.269,0.326,-1.0,-1.0,7.595,0.807,-1.0,-1.0,1.94,0.274,-1.0,-1.0,-1.0,363.8
20030527,7.374,0.511,4.148,0.327,-1.0,-1.0,7.311,0.809,-1.0,-1.0,1.835,0.275,-1.0,-1.0,-1.0,373.4
20030528,6.559,0.511,3.721,0.327,-1.0,-1.0,6.326,0.811,-1.0,-1.0,1.49,0.276,-1.0,-1.0,-1.0,409.3
20030529,7.298,0.512,4.118,0.328,-1.0,-1.0,7.232,0.813,-1.0,-1.0,1.803,0.276,-1.0,-1.0,-1.0,377.7
20030530,7.293,0.513,4.12,0.329,-1.0,-1.0,7.232,0.815,-1.0,-1.0,1.801,0.277,-1.0,-1.0,-1.0,378.4
20030531,8.082,0.514,4.543,0.33,-1.0,-1.0,8.202,0.818,-1.0,-1.0,2.157,0.278,-1.0,-1.0,-1.0,350.8
20030601,7.361,0.515,4.165,0.331,-1.0,-1.0,7.327,0.819,-1.0,-1.0,1.832,0.278,-1.0,-1.0,-1.0,376.9
20030602,8.47,0.516,4.758,0.332,-1.0,-1.0,8.69,0.821,-1.0,-1.0,2.341,0.279,-1.0,-1.0,-1.0,339.8
20030603,8.454,0.516,4.754,0.332,-1.0,-1.0,8.677,0.823,-1.0,-1.0,2.334,0.28,-1.0,-1.0,-1.0,340.7
20030604,9.036,0.517,5.068,0.333,-1.0,-1.0,9.399,0.825,-1.0,-1.0,2.618,0.28,-1.0,-1.0,-1.0,324.8
20030605,8.543,0.517,4.81,0.334,-1.0,-1.0,8.798,0.826,-1.0,-1.0,2.378,0.281,-1.0,-1.0,-1.0,338.8
20030606,9.003,0.518,5.059,0.334,-1.0,-1.0,9.37,0.827,-1.0,-1.0,2.603,0.281,-1.0,-1.0,-1.0,326.4
20030607,9.539,0.519,5.348,0.335,-1.0,-1.0,10.036,0.83,-1.0,-1.0,2.874,0.282,-1.0,-1.0,-1.0,313.3
20030608,9.426,0.519,5.292,0.336,-1.0,-1.0,9.903,0.831,-1.0,-1.0,2.818,0.282,-1.0,-1.0,-1.0,316.2
20030609,8.253,0.519,4.669,0.336,-1.0,-1.0,8.462,0.831,-1.0,-1.0,2.243,0.283,-1.0,-1.0,-1.0,348.9
20030610,8.313,0.519,4.704,0.336,-1.0,-1.0,8.54,0.832,-1.0,-1.0,2.271,0.283,-1.0,-1.0,-1.0,347.3
20030611,9.286,0.52,5.227,0.337,-1.0,-1.0,9.745,0.834,-1.0,-1.0,2.749,0.283,-1.0,-1.0,-1.0,320.4
20030612,9.34,0.52,5.258,0.337,-1.0,-1.0,9.816,0.835,-1.0,-1.0,2.777,0.284,-1.0,-1.0,-1.0,319.2
20030613,9.307,0.521,5.243,0.337,-1.0,-1.0,9.779,0.835,-1.0,-1.0,2.76,0.284,-1.0,-1.0,-1.0,320.2
20030614,9.4,0.521,5.295,0.338,-1.0,-1.0,9.898,0.836,-1.0,-1.0,2.808,0.284,-1.0,-1.0,-1.0,318.1
20030615,9.592,0.521,5.4,0.338,-1.0,-1.0,10.139,0.837,-1.0,-1.0,2.907,0.284,-1.0,-1.0,-1.0,313.6
20030616,9.156,0.521,5.168,0.338,-1.0,-1.0,9.601,0.837,-1.0,-1.0,2.686,0.284,-1.0,-1.0,-1.0,324.4
20030617,9.838,0.522,5.534,0.338,-1.0,-1.0,10.448,0.837,-1.0,-1.0,3.036,0.285,-1.0,-1.0,-1.0,308.1
20030618,8.819,0.521,4.99,0.338,-1.0,-1.0,9.189,0.837,-1.0,-1.0,2.519,0.284,-1.0,-1.0,-1.0,333.6
20030619,9.025,0.521,5.101,0.338,-1.0,-1.0,9.445,0.837,-1.0,-1.0,2.622,0.285,-1.0,-1.0,-1.0,328.1
20030620,8.401,0.521,4.767,0.338,-1.0,-1.0,8.674,0.837,-1.0,-1.0,2.318,0.284,-1.0,-1.0,-1.0,345.8
20030621,7.068,0.52,4.052,0.338,-1.0,-1.0,7.028,0.837,-1.0,-1.0,1.712,0.284,-1.0,-1.0,-1.0,393.9
20030622,7.736,0.521,4.41,0.338,-1.0,-1.0,7.852,0.837,-1.0,-1.0,2.008,0.284,-1.0,-1.0,-1.0,367.8
20030623,8.783,0.521,4.972,0.338,-1.0,-1.0,9.147,0.837,-1.0,-1.0,2.503,0.284,-1.0,-1.0,-1.0,334.6
20030624,8.583,0.521,4.864,0.338,-1.0,-1.0,8.899,0.837,-1.0,-1.0,2.405,0.284,-1.0,-1.0,-1.0,340.3
20030625,9.361,0.521,5.281,0.338,-1.0,-1.0,9.862,0.837,-1.0,-1.0,2.792,0.284,-1.0,-1.0,-1.0,319.3
20030626,9.738,0.521,5.482,0.338,-1.0,-1.0,10.328,0.837,-1.0,-1.0,2.986,0.284,-1.0,-1.0,-1.0,310.2
20030627,8.884,0.52,5.023,0.338,-1.0,-1.0,9.268,0.836,-1.0,-1.0,2.553,0.284,-1.0,-1.0,-1.0,331.4
20030628,9.336,0.52,5.263,0.337,-1.0,-1.0,9.825,0.836,-1.0,-1.0,2.779,0.284,-1.0,-1.0,-1.0,319.5
20030629,8.688,0.52,4.915,0.337,-1.0,-1.0,9.022,0.835,-1.0,-1.0,2.457,0.284,-1.0,-1.0,-1.0,336.6
20030630,9.062,0.52,5.113,0.337,-1.0,-1.0,9.481,0.834,-1.0,-1.0,2.641,0.283,-1.0,-1.0,-1.0,326.2
20030701,9.36,0.52,5.27,0.337,-1.0,-1.0,9.847,0.833,-1.0,-1.0,2.791,0.283,-1.0,-1.0,-1.0,318.4
20030702,9.755,0.52,5.479,0.336,-1.0,-1.0,10.332,0.833,-1.0,-1.0,2.994,0.283,-1.0,-1.0,-1.0,308.8
20030703,9.071,0.519,5.11,0.336,-1.0,-1.0,9.482,0.831,-1.0,-1.0,2.645,0.282,-1.0,-1.0,-1.0,325.3
20030704,9.58,0.519,5.379,0.336,-1.0,-1.0,10.106,0.831,-1.0,-1.0,2.903,0.282,-1.0,-1.0,-1.0,312.4
20030705,9.743,0.518,5.463,0.335,-1.0,-1.0,10.303,0.83,-1.0,-1.0,2.987,0.282,-1.0,-1.0,-1.0,308.3
